control_r1	control_r2	control_r3	MI_IZ_r1	MI_IZ_r2	MI_IZ_r3	MI_IZ_r4	MI_remote_r1	MI_remote_r2	MI_remote_r3	MI_remote_r4	Protein_Group	Protein_Ids	Protein_Names	Genes
12.7419157	12.41775227	12.28835583	12.00636482	12.68085861	12.04545593	12.47059059	12.13018799	12.53997803	12.15169811	12.46421623	Q64524;Q9D2U9;Q8CGP0	Q64524;Q9D2U9;Q8CGP0	H2B2E_MOUSE;H2B3A_MOUSE;H2B3B_MOUSE	H2bc21;H2bu1;H2bu2
10.42220116	9.932042122	10.04130363	12.54045296	12.01932335	11.8890934	11.44193268	10.99105453	11.8564415	9.7501688	10.51411629	Q64674	Q64674	SPEE_MOUSE	Srm
9.454719543	9.383191109	8.187609673	10.81397343	9.711521149	9.926991463	9.478918076	10.50116062	10.93904305	10.52538395	9.585769653	Q64726	Q64726	ZA2G_MOUSE	Azgp1
15.93389797	15.98980713	16.01878166	16.12418365	15.83228207	15.93587399	15.69504642	16.00686646	15.87334538	15.88682747	15.93578911	Q64727	Q64727	VINC_MOUSE	Vcl
11.85440063	12.01687813	12.01818943	11.8173151	12.13367558	12.00792789	11.89222813	12.06271744	12.11996269	11.97211456	11.79453373	Q64735	Q64735	CR1L_MOUSE	Cr1l
13.11481762	13.16770172	13.01158524	13.76868057	13.53508091	13.41313839	13.41180229	13.05992413	13.11677647	13.28847694	13.21345043	Q64737	Q64737	PUR2_MOUSE	Gart
12.42664242	12.93083191	12.48463631	13.02520847	12.94744301	12.46519375	12.51766682	12.78200531	13.23836327	12.84796333	13.09701347	Q64G17;O35381	Q64G17;O35381	AN32A_MOUSE;AN32C_MOUSE	Anp32a;Anp32c
12.44186783	13.22517014	13.00646114	14.21406078	13.76867008	13.24062443	13.72083187	13.19164562	13.40475559	13.4773531	13.35322952	Q64G17;Q9EST5;O35381	Q64G17;Q9EST5;O35381	AN32A_MOUSE;AN32B_MOUSE;AN32C_MOUSE	Anp32a;Anp32b;Anp32c
12.83810902	13.04186249	12.89921951	12.63897419	12.70195389	11.77538013	11.80515957	12.86692524	13.04319859	13.04254818	12.81820679	Q65CL1	Q65CL1	CTNA3_MOUSE	Ctnna3
11.8112545	11.84424305	11.46709061	11.51052189	11.66880035	11.40184498	9.203089714	11.94934559	11.77417755	11.53974056	11.69908237	Q66GT5	Q66GT5	PTPM1_MOUSE	Ptpmt1
14.54462051	14.64330959	14.72099209	14.69424343	14.84474468	14.96468353	15.00035191	14.82134056	14.82237625	14.59440041	14.69554901	Q68FD5	Q68FD5	CLH1_MOUSE	Cltc
11.17931843	10.91309166	11.2104826	11.08129692	11.1107378	10.93898392	10.38471889	10.81123829	11.04401112	10.98847198	10.76566696	Q68FG2;E9PX29;Q62261	Q68FG2;E9PX29;Q62261	E9PX29_MOUSE;Q68FG2_MOUSE;SPTB2_MOUSE	Sptbn1;Sptbn2;Sptbn4
14.91656971	14.84675884	14.98882198	14.7415247	14.92567539	14.96877003	15.08818817	15.12645054	14.72341537	14.63900757	14.97651482	Q68FG2;Q62261	Q68FG2;Q62261	Q68FG2_MOUSE;SPTB2_MOUSE	Sptbn1;Sptbn2
11.2544384	11.74655247	11.09550285	10.84094334	11.34016132	11.24321556	11.5289526	11.5271101	11.13676643	11.29612446	10.76295471	Q68FH0	Q68FH0	PKP4_MOUSE	Pkp4
12.08031082	12.08411694	12.07008362	12.27092934	12.58677864	12.64054298	12.51290798	12.32043076	12.46523476	12.33210945	12.21623993	Q68FL6	Q68FL6	SYMC_MOUSE	Mars1
10.21433163	10.17739487	10.35693645	10.64245796	10.05169868	10.89929676	10.83848667	10.56309128	10.230093	10.00538635	10.5735054	Q69ZN7	Q69ZN7	MYOF_MOUSE	Myof
11.59098434	9.564357758	12.06917095	9.340078354	12.68264771	12.87047863	10.1112957	9.163640022	12.21726131	12.22843361	12.24093723	Q69ZQ2	Q69ZQ2	ISY1_MOUSE	Isy1
11.10330105	11.19782448	11.16594982	11.29583168	11.88005447	11.7440052	11.29245949	11.29710579	11.61888123	11.56122112	12.28010368	Q69ZR2	Q69ZR2	HECD1_MOUSE	Hectd1
11.07916451	11.09523869	11.06313229	11.34885502	11.43047905	9.155716896	10.81014156	11.14908695	11.05999374	11.29370689	11.32477665	Q69ZW3;Q99MS7	Q69ZW3;Q99MS7	EH1L1_MOUSE;EHBP1_MOUSE	Ehbp1;Ehbp1l1
9.746486664	10.02425289	9.373494148	9.731459618	10.16449261	10.73144627	10.35131454	9.543718338	9.768876076	8.940260887	9.756150246	Q6A026	Q6A026	PDS5A_MOUSE	Pds5a
10.86378384	10.66962051	10.55505848	11.47581959	11.14611721	11.17358398	11.22726727	10.85399532	10.27450657	10.37942219	10.64560413	Q6A028	Q6A028	SWP70_MOUSE	Swap70
9.359277725	9.789731026	9.434869766	10.69140339	10.34039497	10.70777321	11.04395008	9.675304413	10.16880989	9.818095207	9.458146095	Q6A065	Q6A065	CE170_MOUSE	Cep170
12.02397919	12.18601513	12.0537014	12.25097942	12.43901825	12.33870316	12.59897804	12.35810184	12.45107937	12.25412178	12.36631107	Q6A0A9	Q6A0A9	F120A_MOUSE	FAM120A
11.69405746	11.84008598	11.81200886	12.00253391	12.38016891	13.02469635	12.70469284	11.92355442	12.27454662	11.90798378	12.44512653	Q6A4J8	Q6A4J8	UBP7_MOUSE	Usp7
13.46329403	13.33920956	12.98034096	12.54868984	12.81136227	12.8474369	13.06965923	13.2291317	13.4712944	12.92897511	13.09862614	Q6AW69	Q6AW69	CGNL1_MOUSE	Cgnl1
11.91224194	11.89045048	11.96464443	13.08016586	12.96731663	12.63412094	13.1785078	12.44835091	12.27254868	12.27332115	12.28126049	Q6DFW4	Q6DFW4	NOP58_MOUSE	Nop58
10.3933363	10.47167492	10.22938347	10.73632622	8.432228088	10.35298252	11.07407379	10.25586605	10.5178566	10.27486706	9.888872147	Q6DIC0;Q3TKT4	Q6DIC0;Q3TKT4	SMCA2_MOUSE;SMCA4_MOUSE	Smarca2;Smarca4
10.25890732	10.18023205	10.38322926	10.4262228	11.19532299	10.86605072	10.66283703	10.97953224	11.07209206	9.551520348	10.75262356	Q6DVA0	Q6DVA0	LEMD2_MOUSE	Lemd2
12.26642036	9.277888298	11.68036842	9.376826286	10.05642414	10.1406374	14.23972511	9.664800644	13.74143505	11.70635796	13.49112701	Q6GQT1;Q61838	Q6GQT1;Q61838	A2MG_MOUSE;PZP_MOUSE	A2m;Pzp
12.97295666	13.19167137	12.8813858	13.47435188	13.69442272	13.5557518	13.27893829	13.32960033	13.42064476	13.2014761	13.21784973	Q6GQT9	Q6GQT9	NOMO1_MOUSE	Nomo1
12.11747074	12.58480549	12.02312756	12.14996338	11.81636333	12.09839439	9.759440422	12.2493124	12.7815094	12.54307747	12.59638786	Q6IR34	Q6IR34	GPSM1_MOUSE	Gpsm1
13.55710506	13.4963541	13.37362671	15.01098251	14.91645336	14.42754841	15.25434589	14.0379591	14.33673668	13.68755054	13.76594925	Q6IRU2	Q6IRU2	TPM4_MOUSE	Tpm4
13.54852104	13.573493	13.78966618	13.98837376	14.0996685	13.85637665	13.46073723	13.8145628	14.12495327	13.68200684	13.81190681	Q6IRU5	Q6IRU5	CLCB_MOUSE	Cltb
11.58015919	11.17451382	11.41639614	11.69586754	11.36668873	11.51543903	11.50881958	11.15785217	11.28245735	11.411479	9.163396835	Q6NSR8	Q6NSR8	PEPL1_MOUSE	Npepl1
11.91087151	12.39710522	11.78293705	13.47121811	13.24690247	14.01657295	13.89511108	12.53739834	12.91448021	12.22279739	12.86544895	Q6NV83	Q6NV83	SR140_MOUSE	U2surp
11.67020035	11.72138119	11.79146385	11.49815083	11.68726158	10.86739635	9.454014778	11.53413296	11.57743359	11.75681114	10.57999039	Q6NVE9	Q6NVE9	PPTC7_MOUSE	Pptc7
12.16651154	12.15680027	11.81608391	12.3416748	13.00321579	12.91063118	13.04372787	12.09995556	12.28991795	12.15943336	11.97635651	Q6NVF9	Q6NVF9	CPSF6_MOUSE	Cpsf6
10.87372875	10.63162231	11.00910091	11.74816799	11.6555624	11.85621929	11.54799366	10.91505814	11.43650818	10.44694901	11.39552307	Q6NXL1	Q6NXL1	Q6NXL1_MOUSE	Sec24d
10.60840225	10.38520432	10.59070873	11.40164757	11.11444473	10.26055336	11.1705761	10.73374367	10.72510242	10.9670248	10.45350742	Q6NXN1	Q6NXN1	SZRD1_MOUSE	Szrd1
11.90214539	12.06663418	11.80015182	12.18893147	12.35709572	12.32092762	12.64961815	12.35542011	12.2803297	11.9094696	12.18928146	Q6NZC7	Q6NZC7	S23IP_MOUSE	Sec23ip
13.15452671	13.04537773	12.98990345	13.76355457	13.91715717	13.7864027	13.69598961	13.48556519	13.67793941	13.40067959	13.61890125	Q6NZJ6	Q6NZJ6	IF4G1_MOUSE	Eif4g1
10.72839642	10.74204826	10.53752899	11.16056442	11.31999397	12.00398827	11.31469059	11.11000729	11.33493233	11.07215309	11.146842	Q6NZJ6;Q80XI3	Q6NZJ6;Q80XI3	IF4G1_MOUSE;IF4G3_MOUSE	Eif4g1;Eif4g3
13.39652443	13.74693394	13.13364124	14.04926968	14.0598259	14.16688442	14.23644829	13.56768322	13.68772602	13.50540257	13.45641899	Q6P069	Q6P069	SORCN_MOUSE	Sri
10.96638966	11.49251938	10.99485588	11.72320461	11.76734829	11.60024738	11.01563072	11.13531208	11.95081139	11.64500999	11.48204136	Q6P1F6	Q6P1F6	2ABA_MOUSE	Ppp2r2a
11.64008236	11.32142067	11.52579975	12.49697876	11.72617149	11.12319851	11.5839529	11.50231457	11.92127895	11.34293556	11.62213421	Q6P1F6;Q8BG02	Q6P1F6;Q8BG02	2ABA_MOUSE;2ABG_MOUSE	Ppp2r2a;Ppp2r2c
9.466154099	8.882120132	9.353697777	9.547782898	9.290184975	10.67452812	9.339129448	8.664279938	8.853874207	8.949896812	8.673938751	Q6P1F6;Q925E7	Q6P1F6;Q925E7	2ABA_MOUSE;2ABD_MOUSE	Ppp2r2a;Ppp2r2d
11.49462032	11.12165642	10.37891293	11.13914204	10.94950581	11.6302309	10.13343716	11.44378281	10.35261726	10.70024014	11.43541527	Q6P2B1	Q6P2B1	TNPO3_MOUSE	Tnpo3
14.32108974	14.45719528	14.41241074	14.12639809	14.10368919	13.97557068	13.58258915	14.08077621	13.6699152	14.13079548	13.63318825	Q6P3A8	Q6P3A8	ODBB_MOUSE	Bckdhb
9.67532444	11.57159138	11.07147598	12.4433136	9.809685707	12.44273663	9.926652908	12.112957	12.82636929	11.21416092	10.66640854	Q6P4P1;D3Z451;Q03734;Q91WP6	Q6P4P1;D3Z451;Q03734;Q91WP6	D3Z451_MOUSE;SPA3A_MOUSE;SPA3M_MOUSE;SPA3N_MOUSE	Serpina3a;Serpina3j;Serpina3m;Serpina3n
9.308308601	10.97886086	9.855174065	9.566933632	12.38877583	13.55789471	12.57273579	12.04413128	12.20796299	12.39527988	11.3918829	Q6P4P1;Q91WP6	Q6P4P1;Q91WP6	SPA3A_MOUSE;SPA3N_MOUSE	Serpina3a;Serpina3n
11.63465214	11.84628582	11.67604542	12.27560711	12.60987377	12.39640141	12.6649313	12.07405758	12.06818008	11.68514252	12.16764355	Q6P4T2	Q6P4T2	U520_MOUSE	Snrnp200
11.75739002	11.69802761	11.88513184	12.42048931	12.21945572	12.3612833	11.95389462	11.92489052	12.10151958	11.8274622	12.14330006	Q6P542	Q6P542	ABCF1_MOUSE	Abcf1
11.52085972	11.64742279	11.40724087	11.72586918	11.45376968	11.62278366	9.469825745	11.50823498	11.40741634	11.3979578	11.71670818	Q6P549	Q6P549	SHIP2_MOUSE	Inppl1
11.46357059	11.71636963	11.50269222	12.18141937	12.27297688	12.46415043	12.23426628	11.77978897	11.87456226	11.50164795	12.08374882	Q6P5E4	Q6P5E4	UGGG1_MOUSE	Uggt1
12.6553812	12.70410061	12.59153175	12.98366833	13.11403847	13.35384941	13.24180126	12.47466373	12.94846249	12.70035076	12.90627766	Q6P5F9	Q6P5F9	XPO1_MOUSE	Xpo1
9.670007706	8.660880089	9.766106606	10.59480953	10.15433693	9.982038498	11.15345097	10.61947727	9.952048302	10.1580162	10.17880154	Q6P5G0;P63085;Q63844;Q61532	Q6P5G0;P63085;Q63844;Q61532	MK01_MOUSE;MK03_MOUSE;MK04_MOUSE;MK06_MOUSE	Mapk1;Mapk3;Mapk4;Mapk6
10.00975895	10.6404171	10.99131584	12.1042223	11.8513937	11.85238934	11.62479973	11.00296974	11.51617241	11.43084431	11.87565708	Q6P5H2	Q6P5H2	NEST_MOUSE	Nes
11.37287617	11.23566151	11.49183846	12.03419685	12.09551239	11.51655674	9.76926899	11.70206833	11.89135075	11.71152496	11.00261116	Q6P8I4	Q6P8I4	PCNP_MOUSE	Pcnp
18.26681328	18.26357269	18.28062057	18.11821175	17.57454109	17.48115349	16.62880135	18.35746193	17.85598755	18.33176994	17.78882599	Q6P8J7	Q6P8J7	KCRS_MOUSE	Ckmt2
15.78585052	15.44635963	15.98797035	15.54640007	14.81227303	15.02919197	13.60501671	15.71807766	15.51574898	16.10690689	15.12972164	Q6P8J7;P30275	Q6P8J7;P30275	KCRS_MOUSE;KCRU_MOUSE	Ckmt1;Ckmt2
14.77570248	15.14166832	15.13231087	14.9863224	14.37078953	14.17120838	13.44255447	14.0075264	14.32056046	14.59919834	14.91038513	Q6P8Q0;P24472;P13745;P30115	Q6P8Q0;P24472;P13745;P30115	GSTA1_MOUSE;GSTA3_MOUSE;GSTA4_MOUSE;Q6P8Q0_MOUSE	Gm3776;Gsta1;Gsta3;Gsta4
11.79564571	11.89797401	11.34085751	11.83576584	11.81261826	11.72543907	11.31523991	11.94524956	11.56824112	11.62533474	11.96578407	Q6P8X1	Q6P8X1	SNX6_MOUSE	Snx6
12.4909687	12.73108768	12.56401348	13.01614857	12.83895779	12.39555836	12.72549629	12.50894833	12.25878716	12.53496647	12.98184872	Q6P9R2	Q6P9R2	OXSR1_MOUSE	Oxsr1
11.8157196	11.74351788	11.572402	11.74565315	11.74393845	11.85691547	11.93578339	11.86931229	11.52021122	12.08411407	11.68328857	Q6PA06	Q6PA06	ATLA2_MOUSE	Atl2
8.742771149	10.0889473	9.575882912	10.37261486	9.903717995	10.314991	10.38942719	9.663974762	9.421110153	9.566930771	9.83873558	Q6PAM1	Q6PAM1	TXLNA_MOUSE	Txlna
14.10350895	14.23305035	14.11765099	13.87100029	13.87874985	13.80246544	13.16013622	14.12523556	14.0090065	14.21836662	14.07861805	Q6PB66	Q6PB66	LPPRC_MOUSE	Lrpprc
11.52098656	11.5395031	11.08805943	11.70982075	11.74975586	12.655303	12.17785835	11.7459898	11.8334198	11.21672726	12.09946918	Q6PB93	Q6PB93	GALT2_MOUSE	Galnt2
11.32730007	11.31702232	10.90251064	10.54528332	10.28199959	10.74061584	9.597578049	11.46175098	11.34525013	11.68609333	11.41823769	Q6PCP5	Q6PCP5	MFF_MOUSE	Mff
11.97488785	12.44126606	12.16405869	12.16305828	12.1429491	12.102458	11.19229889	11.97233677	11.99138737	12.19025707	11.92741871	Q6PD03	Q6PD03	2A5A_MOUSE	Ppp2r5a
11.95494556	11.9335804	11.96389675	12.10391426	12.06486034	11.90933037	12.45815754	12.02787876	11.72088146	11.23548794	11.73666	Q6PD26	Q6PD26	PIGS_MOUSE	Pigs
10.36451817	10.79963779	10.63369465	10.13271809	11.32232285	10.54901409	10.79689121	10.73483658	10.54835033	11.00875759	10.18845272	Q6PDG5	Q6PDG5	SMRC2_MOUSE	Smarcc2
12.40231133	12.3680315	12.54511642	12.70561123	12.85528946	12.83558083	13.28993225	12.7550354	12.57756615	12.09264851	12.70371151	Q6PDG5;P97496	Q6PDG5;P97496	SMRC1_MOUSE;SMRC2_MOUSE	Smarcc1;Smarcc2
11.33584785	11.38641739	10.88383484	11.51296234	11.46197605	9.709842682	11.06130314	11.47789955	11.63172722	11.5699501	11.51804352	Q6PDH0	Q6PDH0	PHLB1_MOUSE	Phldb1
11.65327454	11.96373081	11.84084511	12.05786324	11.67823029	11.14009476	12.13584423	11.92357635	12.29230404	12.19341469	12.0340147	Q6PDI5	Q6PDI5	ECM29_MOUSE	Ecpas
9.87157917	9.860773087	9.521930695	9.378045082	9.82089901	10.59539318	9.284535408	9.729147911	9.770849228	9.589180946	9.776299477	Q6PDI6	Q6PDI6	MINY2_MOUSE	Mindy2
11.1979847	11.05664444	11.19821167	11.24427509	11.26392078	11.71399212	11.42628002	11.2847662	11.40350723	11.31659794	11.34354115	Q6PDL0	Q6PDL0	DC1L2_MOUSE	Dync1li2
12.96818256	12.94717503	12.90787792	13.60923672	13.7955122	13.15641975	13.69954014	12.98747158	13.17781067	13.02439308	12.81895542	Q6PDM2	Q6PDM2	SRSF1_MOUSE	Srsf1
11.61408901	11.37142849	11.55925751	11.90312862	12.81285095	12.03875732	12.42568779	11.65711308	11.96752548	11.69423199	11.90931225	Q6PDQ2	Q6PDQ2	CHD4_MOUSE	Chd4
10.95858192	11.55328369	10.91496086	11.57419586	12.19417191	12.12921524	12.19860458	11.38943768	11.73179817	11.43701363	11.29748344	Q6PDQ2;A2A8L1	Q6PDQ2;A2A8L1	CHD4_MOUSE;CHD5_MOUSE	Chd4;Chd5
11.14745903	10.97948933	10.24564743	11.64582539	11.92597008	11.73148918	11.86544704	11.24443531	11.3093853	11.1015625	10.00404644	Q6PDQ2;B1AR17;A2A8L1	Q6PDQ2;B1AR17;A2A8L1	B1AR17_MOUSE;CHD4_MOUSE;CHD5_MOUSE	Chd3;Chd4;Chd5
11.56254768	11.20511532	11.67031574	11.81027412	12.17679691	12.21010494	12.21089935	11.68105412	11.46153545	11.73089886	10.41103077	Q6PE01	Q6PE01	SNR40_MOUSE	Snrnp40
11.19181156	11.06284904	10.96691608	10.28786278	10.40947056	10.45322895	10.47989464	10.93450165	11.15586185	11.12209034	10.4696722	Q6PE15	Q6PE15	ABHDA_MOUSE	Abhd10
12.17810726	12.71887779	12.31740952	12.06788445	12.47629833	11.93459034	11.76482582	12.64171124	12.82551765	12.6994791	12.82322788	Q6PER3	Q6PER3	MARE3_MOUSE	Mapre3
11.20064735	11.56885433	11.00662041	12.1228056	11.50977039	11.58633327	11.43594074	11.4412117	12.33409977	11.95342159	11.77737904	Q6PER3;Q61166	Q6PER3;Q61166	MARE1_MOUSE;MARE3_MOUSE	Mapre1;Mapre3
11.05827618	9.680135727	10.63161373	11.29205704	11.79271317	10.80393696	9.295156479	8.448373795	11.05737591	8.98925972	10.87687016	Q6PGB6	Q6PGB6	NAA50_MOUSE	Naa50
11.53041649	11.26071358	11.54961586	11.69338226	12.49552536	12.48903751	12.37632084	11.77266502	12.0587225	12.00984955	12.36967373	Q6PGB8;Q91ZW3	Q6PGB8;Q91ZW3	SMCA1_MOUSE;SMCA5_MOUSE	Smarca1;Smarca5
12.14038563	11.84255505	12.32349968	12.4531498	12.44404697	12.37952995	12.3412571	12.04001236	12.10564327	12.10587883	11.92564297	Q6PHN9	Q6PHN9	RAB35_MOUSE	Rab35
9.058367729	14.58921242	14.83416939	15.05004883	14.94898319	14.97253513	10.94394112	14.81374073	14.95117569	14.60146332	14.81590843	Q6PHN9;Q9CZT8;Q9D1G1;P55258;P62821;Q91V41;P61028;P35276;P56371;P63011;Q8BHC1;Q504M8;Q8CG50;Q9JKM7;P35283;Q923S9;P62823;Q91ZR1;P61027	Q6PHN9;Q9CZT8;Q9D1G1;P55258;P62821;Q91V41;P61028;P35276;P56371;P63011;Q8BHC1;Q504M8;Q8CG50;Q9JKM7;P35283;Q923S9;P62823;Q91ZR1;P61027	RAB10_MOUSE;RAB12_MOUSE;RAB14_MOUSE;RAB1A_MOUSE;RAB1B_MOUSE;RAB26_MOUSE;RAB30_MOUSE;RAB35_MOUSE;RAB37_MOUSE;RAB3A_MOUSE;RAB3B_MOUSE;RAB3C_MOUSE;RAB3D_MOUSE;RAB43_MOUSE;RAB4A_MOUSE;RAB4B_MOUSE;RAB8A_MOUSE;RAB8B_MOUSE;RB39B_MOUSE	Rab10;Rab12;Rab14;Rab1A;Rab1b;Rab26;Rab30;Rab35;Rab37;Rab39b;Rab3a;Rab3b;Rab3c;Rab3d;Rab43;Rab4a;Rab4b;Rab8a;Rab8b
13.0740242	13.21876335	13.20373535	13.3531189	13.29026413	13.31452656	12.64177608	13.35017967	13.43292046	13.41012001	13.32821178	Q6PHQ9	Q6PHQ9	Q6PHQ9_MOUSE	Pabpc4
11.25379467	11.70771313	11.49090099	11.32237339	12.60652733	11.49943256	12.62264919	11.86828232	11.8501873	11.86194801	12.0467186	Q6PHQ9;P29341	Q6PHQ9;P29341	PABP1_MOUSE;Q6PHQ9_MOUSE	Pabpc1;Pabpc4
14.20017052	14.38994694	14.11488914	14.9724369	15.25884247	14.97066784	15.0165863	14.76578808	14.78491592	14.72961521	14.78058624	Q6PHQ9;Q62029;A2A5N3;Q9D4E6;P29341	Q6PHQ9;Q62029;A2A5N3;Q9D4E6;P29341	A2A5N3_MOUSE;PABP1_MOUSE;Q62029_MOUSE;Q6PHQ9_MOUSE;Q9D4E6_MOUSE	Pabpc1;Pabpc1l;Pabpc2;Pabpc4;Pabpc6
12.50012493	12.66489792	12.38324833	13.15411854	13.40293217	13.61685944	13.31442738	12.94365025	13.265275	13.01559067	12.76603603	Q6PHQ9;Q62029;Q9D4E6;P29341	Q6PHQ9;Q62029;Q9D4E6;P29341	PABP1_MOUSE;Q62029_MOUSE;Q6PHQ9_MOUSE;Q9D4E6_MOUSE	Pabpc1;Pabpc2;Pabpc4;Pabpc6
11.52198315	12.09123707	11.28198242	9.505952835	9.96387291	9.920636177	10.40662479	11.62116814	12.45755005	11.5885601	12.09062862	Q6PHS9	Q6PHS9	CA2D2_MOUSE	Cacna2d2
13.25919056	13.43495369	13.30336666	13.23476028	13.32905388	13.23218822	12.92313766	13.4549036	13.56696987	13.39198208	13.37448215	Q6PHZ2	Q6PHZ2	KCC2D_MOUSE	Camk2d
14.13543701	14.32624722	13.83385849	13.87304974	13.75834846	13.44245148	13.54047966	13.97244167	13.91957092	13.98420525	13.74137211	Q6PIC6;Q6PIE5	Q6PIC6;Q6PIE5	AT1A2_MOUSE;AT1A3_MOUSE	Atp1a2;Atp1a3
14.11450672	14.07228374	14.01355839	13.76934242	13.91256237	13.79615116	13.10535336	14.21579838	14.09467125	14.05465508	14.04624557	Q6PIE5	Q6PIE5	AT1A2_MOUSE	Atp1a2
11.67922497	11.62804031	11.27476788	11.50641155	11.63505173	9.670063019	10.3505497	11.7224102	11.72492695	11.72420692	12.40855789	Q6PIU9	Q6PIU9	YJ005_MOUSE	
12.5635376	12.04288387	12.06383705	12.0262537	12.56547546	12.46180916	13.12463951	12.4822607	12.30000114	12.28115082	12.21984577	Q6Q477	Q6Q477	AT2B4_MOUSE	Atp2b4
12.16835594	12.6076889	12.15314388	12.40986538	12.448596	12.85039806	12.35126495	12.63480663	12.77477264	12.67903328	12.7026186	Q6QD59	Q6QD59	SEC20_MOUSE	Bnip1
13.19240189	13.18925667	13.23210335	13.15785408	12.92877388	13.26463032	12.79261112	13.13883972	13.0850029	13.26091099	13.25239944	Q6R0H7	Q6R0H7	GNAS1_MOUSE	Gnas
12.69756889	12.89615059	12.91256332	12.4557848	12.59477043	12.45430946	12.31484985	12.71138763	12.72206879	12.80264378	12.91919327	Q6URW6	Q6URW6	MYH14_MOUSE	Myh14
11.93595314	12.28267193	11.86303997	13.16864872	13.05858231	12.62407303	13.09971809	12.22960854	12.45603848	12.24798965	12.53264523	Q6WVG3	Q6WVG3	KCD12_MOUSE	Kctd12
12.42538071	12.64643288	12.46108055	11.85447121	12.0340662	10.0712862	11.88672543	12.33100891	12.17057323	12.59586811	12.62586594	Q6XPS7	Q6XPS7	Q6XPS7_MOUSE	Tha1
10.96584892	8.724362373	10.91937733	11.21332932	11.43944645	11.56492138	11.64151478	10.59933662	11.47530746	9.676475525	10.74345398	Q6Y685	Q6Y685	TACC1_MOUSE	Tacc1
11.37265873	11.08741665	11.19454765	11.75393105	11.14635849	12.23879242	11.06148911	11.06503868	11.34910393	10.85541534	10.05894661	Q6Y685;Q9JJG0	Q6Y685;Q9JJG0	TACC1_MOUSE;TACC2_MOUSE	Tacc1;Tacc2
11.31501389	9.57851696	11.33542347	11.25937843	10.72673798	11.03716946	10.33223248	10.64939976	8.68356514	10.15881157	9.843420029	Q6YI28	Q6YI28	Q6YI28_MOUSE	Lypd8l
10.53917789	10.87982082	10.51596546	11.28369617	11.22126102	11.40454006	10.83255005	10.90097237	11.01059818	10.78711891	10.52371216	Q6ZPJ3	Q6ZPJ3	UBE2O_MOUSE	Ube2o
10.16235352	10.73767853	9.502129555	10.94825077	11.03106022	11.34395218	10.8098402	10.91471386	10.08596611	10.24533749	10.52878666	Q6ZQ08	Q6ZQ08	CNOT1_MOUSE	Cnot1
12.9379406	13.08937073	13.08940125	13.34404659	13.39772797	13.38793659	13.17585087	13.25475407	13.60567665	13.21763515	13.47639179	Q6ZQ38	Q6ZQ38	CAND1_MOUSE	Cand1
11.23485374	11.44278812	10.87233639	12.3319416	12.08011818	12.482831	11.99444866	11.79297733	11.6387434	11.48609638	11.21309185	Q6ZQ58	Q6ZQ58	LARP1_MOUSE	Larp1
13.53246593	13.4713068	13.40201283	13.27573586	13.27721214	12.94653893	12.60589409	13.47550583	13.50071716	13.68001842	13.8169241	Q6ZQ73	Q6ZQ73	CAND2_MOUSE	Cand2
13.53642941	13.71047306	13.34915638	13.66971588	14.06848431	14.29350758	14.53864384	13.61751366	13.75005817	13.62625694	13.91665363	Q6ZQI3	Q6ZQI3	MLEC_MOUSE	Mlec
9.587215424	9.874237061	10.39594078	10.85658073	11.39065838	11.17201519	9.983270645	10.29739761	11.42473316	8.401258469	9.621204376	Q6ZQL4	Q6ZQL4	WDR43_MOUSE	Wdr43
12.37486839	12.5363369	12.83313084	13.26331043	13.13045788	12.7695694	13.43993473	12.93801785	13.16851711	13.01177979	13.19333267	Q6ZWM4	Q6ZWM4	LSM8_MOUSE	Lsm8
15.09977913	15.40346813	15.11715984	15.87133503	16.0445385	15.90452862	15.9338541	15.49723721	15.63886261	15.47577477	15.58333302	Q6ZWN5	Q6ZWN5	RS9_MOUSE	Rps9
13.44045353	12.95105839	13.92305851	13.10823059	13.06509113	12.87416649	12.48809338	13.2805891	13.16323471	13.43892193	13.02893639	Q6ZWQ0	Q6ZWQ0	SYNE2_MOUSE	Syne2
12.16248226	12.45980835	12.08277416	12.9567318	12.87213802	13.29332829	13.07839394	12.45027065	12.59808064	12.31720066	12.72289467	Q6ZWQ7	Q6ZWQ7	SPCS3_MOUSE	Spcs3
12.50745487	12.5815134	12.57487774	13.61682415	13.70100307	13.23916435	13.30974674	13.29034996	12.94610405	12.71416569	12.70043087	Q6ZWV3	Q6ZWV3	RL10_MOUSE	Rpl10
12.79412746	12.47501659	12.56485176	13.4273386	13.27171421	12.95610523	13.23655701	13.03928757	12.96218204	12.67963409	12.74418163	Q6ZWV3;P86048	Q6ZWV3;P86048	RL10L_MOUSE;RL10_MOUSE	Rpl10;Rpl10l
14.14031029	14.38626671	14.25244331	15.20122051	15.21552944	15.4054203	15.06151485	14.55675125	14.63071632	14.50368309	14.7576561	Q6ZWV7	Q6ZWV7	RL35_MOUSE	Rpl35
12.83542061	12.97736931	12.93919182	13.75657749	13.91820145	13.7823019	13.82385445	13.39707279	13.31108093	13.3704834	13.48484802	Q6ZWX6	Q6ZWX6	IF2A_MOUSE	Eif2s1
12.18421841	12.39862633	12.12085629	12.85615921	12.91627693	12.84244823	12.41644382	12.49198055	12.87496948	12.11220169	11.82555485	Q6ZWY3	Q6ZWY3	RS27L_MOUSE	Rps27l
